Unique_ID	Ref_MFE	Edit_MFE	deltaG	EditSite_Changed	SpliceStart_Changed	SpliceEnd_Changed
4905|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4906|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4907|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4908|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4909|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
490|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4910|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4911|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4912|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4913|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4914|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4915|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4916|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4917|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4918|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4919|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
491|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4920|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4921|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4922|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4923|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4924|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4925|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4926|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4927|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4928|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4929|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
492|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4930|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4931|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4932|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4933|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4934|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4935|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4936|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4937|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4938|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4939|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
493|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4940|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4941|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4942|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4943|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4944|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4945|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4946|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4947|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4948|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4949|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
494|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4950|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4951|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4952|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4953|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4954|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4955|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4956|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4957|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4958|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4959|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
495|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4960|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4961|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4962|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4963|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4964|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4965|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4966|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4967|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4968|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4969|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
496|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4970|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4971|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4972|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4973|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4974|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4975|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4976|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4977|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4978|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4979|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
497|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4980|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4981|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4982|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4983|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4984|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4985|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
4986|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4987|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
4988|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
4989|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
498|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
4990|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4991|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
4992|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4993|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4994|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4995|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
4996|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
4997|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
4998|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
4999|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
499|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
49|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
4|chr10_35321030|35321030|35299259|3532085	-89.6	-89.2	0.4	0	NA	NA
5000|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5001|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5002|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5003|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5004|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5005|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5006|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5007|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5008|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5009|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
500|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5010|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5011|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5012|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5013|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5014|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5015|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5016|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5017|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5018|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5019|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
501|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5020|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5021|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5022|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5023|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5024|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5025|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5026|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5027|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5028|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5029|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
502|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5030|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5031|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5032|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5033|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5034|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5035|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5036|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5037|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5038|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5039|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
503|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5040|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5041|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5042|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5043|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5044|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5045|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5046|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5047|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5048|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5049|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
504|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5050|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5051|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5052|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5053|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5054|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5055|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5056|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5057|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5058|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5059|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
505|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5060|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5061|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5062|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5063|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5064|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5065|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5066|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5067|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5068|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5069|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
506|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5070|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5071|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5072|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5073|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5074|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5075|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5076|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5077|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5078|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5079|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
507|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5080|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5081|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5082|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5083|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5084|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5085|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5086|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5087|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5088|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5089|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
508|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5090|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5091|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5092|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5093|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5094|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5095|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5096|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5097|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5098|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5099|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
509|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
50|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
5100|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5101|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5102|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5103|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5104|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5105|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5106|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5107|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5108|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5109|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
510|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5110|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5111|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5112|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5113|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5114|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5115|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5116|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5117|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5118|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5119|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
511|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5120|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5121|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5122|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5123|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5124|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5125|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5126|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5127|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5128|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5129|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
512|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5130|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5131|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5132|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5133|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5134|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5135|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5136|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5137|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5138|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5139|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
513|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5140|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5141|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5142|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5143|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5144|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5145|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5146|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5147|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5148|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5149|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
514|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5150|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5151|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5152|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5153|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5154|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5155|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5156|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5157|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5158|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5159|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
515|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5160|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5161|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5162|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5163|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5164|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5165|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5166|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5167|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5168|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5169|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
516|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5170|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5171|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5172|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5173|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5174|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5175|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5176|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5177|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5178|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5179|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
517|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5180|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5181|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5182|chr2_241572723|241572723|241572882|24	-184.3	-184.3	0	0	0	NA
5183|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5184|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5185|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5186|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5187|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5188|chr2_241572723|241572723|241572922|24	-184.3	-184.3	0	0	0	NA
5189|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
518|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5190|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5191|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5192|chr2_241572723|241572723|241572750|24	-184.3	-184.3	0	0	0	NA
5193|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5194|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5195|chr2_241572723|241572723|241572771|24	-184.3	-184.3	0	0	0	NA
5196|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5197|chr2_241572723|241572723|241572791|24	-184.3	-184.3	0	0	0	NA
5198|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5199|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
519|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
51|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
5200|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5201|chr2_241572723|241572723|241572812|24	-184.3	-184.3	0	0	0	NA
5202|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5203|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5204|chr2_241572723|241572723|241572832|24	-184.3	-184.3	0	0	0	NA
5205|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5206|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5207|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5208|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
5209|chr2_241572723|241572723|241572853|24	-184.3	-184.3	0	0	0	NA
520|chr10_73249118|73249118|73249318|73251	-107	-106.9	0.1	1	NA	NA
5210|chr2_241572723|241572723|241572872|24	-184.3	-184.3	0	0	0	NA
5211|chr2_241572723|241572723|241572882|24	-184.3	-184.3	0	0	0	NA
5212|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5213|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5214|chr2_241572723|241572723|241572893|24	-184.3	-184.3	0	0	0	NA
5215|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
5216|chr2_241572723|241572723|241572912|24	-184.3	-184.3	0	0	0	NA
